2023-10-18 10:32:57.531
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
1,2023-10-18 10:33:08.15,10623.0,56.6548,-12.4216,-0.1680,0.0784
1,2023-10-18 10:33:08.2,10673.0,57.7130,-11.4737,-0.1856,0.1294
1,2023-10-18 10:33:08.25,10723.0,59.3469,-8.8215,-0.2949,0.2784
1,2023-10-18 10:33:08.3,10773.0,59.7962,-7.0692,-0.3555,0.3373
1,2023-10-18 10:33:08.35,10823.0,59.7266,-2.7625,-0.5019,0.3981
1,2023-10-18 10:33:08.4,10873.0,59.0806,-0.2868,-0.6269,0.3981
1,2023-10-18 10:33:08.45,10923.0,56.4770,5.0206,-0.7500,0.3549
1,2023-10-18 10:33:08.5,10973.0,54.5649,7.7277,-0.7812,0.3196
1,2023-10-18 10:33:08.55,11023.0,49.6534,12.9914,-0.8555,0.2490
1,2023-10-18 10:33:08.6,11073.0,46.7222,15.5167,-0.8672,0.2353
1,2023-10-18 10:33:08.65,11123.0,40.1090,20.2240,-0.8867,0.1628
1,2023-10-18 10:33:08.7,11173.0,32.7284,24.4547,-0.8906,0.1236
1,2023-10-18 10:33:08.75,11223.0,28.8410,26.3494,-0.8789,0.0745
1,2023-10-18 10:33:08.8,11273.0,20.7593,29.5403,-0.8867,-0.0020
1,2023-10-18 10:33:08.85,11323.0,16.6200,30.6830,-0.8672,-0.1973
1,2023-10-18 10:33:08.9,11373.0,8.3474,31.3922,-0.8105,-0.4922
1,2023-10-18 10:33:08.95,11423.0,4.3257,30.9820,-0.7324,-0.5566
1,2023-10-18 10:33:09.0,11473.0,-3.2275,28.7823,-0.6230,-0.6719
1,2023-10-18 10:33:09.05,11523.0,-6.7568,27.0813,-0.6035,-0.7168
1,2023-10-18 10:33:09.1,11573.0,-13.1862,22.8388,-0.4571,-0.7207
1,2023-10-18 10:33:09.15,11623.0,-15.9949,20.4115,-0.3926,-0.7266
